i want	the	4
know like	i	4
you know	like i	4
check to	see	4
to be	working	4
not sure	if	4
in such	a	4
what i	was	4
you to	be	4
like i	mean	4
don't have	to	4
because this	is	4
and then	we	4
which is	like	4
to talk	about	4
but you	know	4
also want	to	4
i also	want to	4
any of	that	4
we don't	want	4
i would	like to	4
my sort	of	4
like that	is	4
you have	the	4
is you	know	4
i don't	think	4
i don't	even	4
it might	be	4
in the	world	4
is like	a	4
rest of	it	4
i want	that	4
don't think	that	4
the giant	of	4
really don't	want	4
i'm not	trying to	4
going to	get	4
i wanted	to	4
the most	recent	4
i have	to	4
we need	it	4
and then	go	4
i think	we should	4
i had	to	4
to do	with	4
expect this	is	4
i mean	it's	4
or something	like that	4
that we	have	4
all of	the	4
into the	app	4
but you	can	4
know i	mean	4
fact that	i	4
like the	only	4
then you	know	4
i fucking	hate	4
i am	just	4
know i	don't	4
don't know	i	4
so you	can	4
is there	a	4
to go	about	4
that and	i	4
so i've	got	4
of like	a	4
is able	to	4
if you	have	4
to the	remote	4
this is	my	4
one of	the	4
don't know	how	4
and i	just	4
to make	sure	4
to do	a	4
i can	use	4
and i	don't know	4
and the	fact	4
and the	fact that	4
so i	can	4
i might	be	4
and i	really	4
you can	do	4
of want	to	4
really want	to	4
what do	you think	4
not going	to	4
give me	a	4
both of	these	4
on the	website	4
am wylio'r	fideo	4
wylio'r fideo	diolch	4
fideo diolch	am	4
i didn't	know	4
what's going	on with	4
the smart	bar	4
if i	don't	3
and if	you	3
say anything	about	3
i can't	talk	3
hard for	me to	3
because i	feel like	3
do the	work	3
know what	it	3
it is	but	3
the whole	deal	3
the end	of	3
of the	day	3
was talking	about	3
and it	was	3
okay this	is	3
this is	what	3
you give	me	3
i know	i	3
we're not	doing	3
i don't	really know	3
and it's	just like	3
want to	have to	3
i'm just	like	3
have been	in	3
all the	stuff	3
have just	been	3
just like	a	3
like a	real	3
perpetual state	of	3
know i'm	just	3
of the	rings	3
the rings	and	3
of the	rings and	3
that's kind	of	3
you i	just	3
i just	wanted	3
i haven't	been	3
of me	to	3
not enough	of	3
enough of	me	3
not enough	of me	3
nowhere for	me to	3
for me	to get	3
that you	did	3
to do	and	3
i'm in	a	3
where it's	like	3
need to	do	3
this stuff	and	3
that you	just	3
know that	you	3
me you	know	3
thing that	i've	3
it is	that	3
and i	am	3
and so	now	3
it to	you	3
that is	a	3
here is	the	3
on the	ground	3
looks at	the	3
that and	you	3
is kind	of	3
to do	it	3
you to	tell	3
to tell	me	3
for something	like	3
have like	the	3
it's gonna	be	3
of you	know	3
kind of	like	3
in a	place	3
because it's	like	3
like you	said	3
of it	and	3
is just	like	3
because i'm	like	3
i'm about	to	3
i'm in	the	3
in a	way	3
right like	i	3
of what	i	3
get a	new	3
and then	once	3
go into	the	3
to familiarize	yourself	3
familiarize yourself	with	3
to familiarize	yourself with	3
a look	at	3
to sort	of	3
know so	i	3
that we	really	3
so we	don't	3
i want	to be	3
want to	be able	3
of the	keyboard	3
that we	do	3
and that	and	3
to need	to	3
in between	the	3
that to	the	3
and so	we	3
need to	figure	3
what we're	doing	3
come up	with a	3
now i	just	3
do this	and	3
this and	then	3
or you	know	3
this is	all	3
is the	one	3
so i'm	not sure	3
looking at	here	3
here's the	deal	3
have a	server	3
there should	be	3
want to	get	3
and i	want to	3
be able	to use	3
had like	a	3
you know	what i mean	3
but i	don't	3
google play	store	3
as long	as	3
i go	to	3
to me	like	3
would like	you	3
would like	you to	3
it's like	you know	3
i'm kind	of	3
thing you	know	3
so that	you	3
have a	sort	3
have a	sort of	3
and so	i'm	3
off of	the	3
that you	know if	3
i mean	i'm	3
now i'm	just	3
to you	know	3
to be	like	3
right now	and	3
and i'm	trying	3
concrete truck	driver	3
it could	be	3
take a	lot	3
but right	now	3
you understand	that	3
of the	mod	3
then go	ahead	3
that we	were	3
so i'm	wondering	3
know like	the	3
get like	a	3
him you	know	3
you know	but	3
check to	see if	3
see it	in	3
because i	don't	3
be working	in	3
going to	be working	3
to be	working in	3
okay so	we	3
okay and	then	3
and we	have	3
and you	can	3
i mean	the	3
to put	it	3
i have	the	3
if you	don't	3
to see	what	3
so that	i can	3
such a	way	3
in such	a way	3
mean i	want	3
to the	new	3
you understand	what	3
right now	like	3
should be	able	3
should be	able to	3
also going	to	3
so on	and	3
you know	when	3
sure that	we're	3
all the	time	3
i'm not	really	3
but i'm	also	3
what sam	actually	3
things that	are	3
you to	create	3
why don't	we	3
were supposed	to	3
like a	lot	3
of this	and	3
and i	also	3
should just	be	3
we can	include	3
that we	could	3
i guess	i	3
like to	do	3
changes to	the	3
the other	side	3
is on	the	3
want to	know	3
way to	go	3
it but	i	3
is that	i	3
i don't	want to	3
safe place	to	3
safe place	to land	3
try and	do	3
bit of	a	3
it's supposed	to	3
but i	kind	3
been trying	to	3
okay so	i've	3
looking for	a	3
so i	think	3
thing that	i	3
like that	that's	3
i'm gonna	have	3
like that	i	3
talking about	the	3
because it's	just	3
but in	any	3
stuff that	i	3
to go	ahead	3
going to	take	3
used to	be	3
going to	do	3
the last	alpha	3
of where	we	3
to me	the	3
it's like	so	3
to try	and	3
come to	the	3
the stuff	that	3
like you're	not	3
of that	and	3
that and	then	3
like trying	to	3
know why	it's	3
like i'm	just	3
it is	to	3
and on	the	3
to fucking	do	3
well i	don't	3
on like	the	3
but i	would	3
but i	can	3
you don't	wonder	3
what it's	like	3
at the	end	3
that you	have	3
i know	what	3
getting to	know	3
right now	is	3
because i	want	3
of the	stuff	3
like it	was	3
like you	can't	3
that i	would	3
know i	can't	3
the thing	that	3
that will	be	3
able to	do	3
if you	can	3
what is	the	3
want it	to	3
and i	love	3
way that	i	3
i don't	get	3
like some	of	3
you know	i don't	3
is it	going	3
work you	know	3
feel like	i	3
there is	a	3
know what	i'm	3
know and	it's	3
and tell	me	3
just get	a	3
you like	a	3
i don't	remember	3
still have	to	3
part of	the	3
for you	and	3
the other	stuff	3
it in	the	3
know if	i	3
okay so	the	3
$20 a	month	3
i can	give	3
one is	i	3
i'm on	my	3
memory fragments	and	3
understand what	the	3
by the	way	3
i can	do	3
wait a	minute	3
to the	actual	3
like a	fucking	3
such that	it	3
and i	believe	3
the app	itself	3
if we	could	3
it to	the remote	3
so we	can	3
that's going	on	3
to make	sure that	3
and i	know	3
i still	have	3
that i	was	3
whatever it	is	3
to feel	like	3
i would	rather	3
in your	response	3
i have	two	3
to help	me	3
i have	on	3
nor do	i	3
have is	a	3
that i	just	3
don't have	the	3
feet on	the	3
i'm pretty	sure	3
it's not	a	3
i have	my	3
gonna have	to	3
it's just	it's	3
in like	a	3
there's no	way	3
i know	it's	3
sort of	like	3
know and	i don't	3
or any	of	3
so this	is	3
getting rid	of	3
i really	want	3
i kind	of want	3
kind of	want to	3
something like	this	3
so i	need	3
just need	to	3
i don't	understand	3
know how	it	3
we can	have	3
far as	i	3
as i	know	3
far as	i know	3
on the	app	3
do we	do	3
so i	have	3
in the	settings	3
i want	to use	3
but at	the	3
it doesn't	look	3
heard it's	a	3
none shall	pass	3
fact that	this	3
the work	that	3
want to	use it	3
this is	the	3
do a	google	3
copy and	paste	3
to the	website	3
of that	i	3
the website	you	3
right now	we	3
i'm not	sure if	3
of the	site	3
am wylio'r	fideo diolch	3
wylio'r fideo	diolch am	3
diolch am	wylio'r	3
feel like	a	3
would be	great	3
it would	be great	3
is the	most	3
now i'm	not	3
seeing as	how	3
the admin	console	3
on with	this	3
to go	to	3
as well	as	3
i have	no	3
i just	want to	3
please navigate	to	3
we're gonna	have	3
out of	memory	3
sam you	have	3
on with	the	3
going on	with the	3
